Area,Item,Year,yield_hg_per_ha,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
Latvia,Wheat,2010,32849.0,641.0,1027.5,5.67
Latvia,Wheat,2011,30613.0,641.0,1070.5,7.25
Latvia,Wheat,2012,43695.0,641.0,1396.96,5.96
Latvia,Wheat,2013,38857.0,641.0,1250.0,7.25
Lebanon,Maize,1990,16910.0,661.0,1221.0,19.4
Lebanon,Maize,1991,17467.0,661.0,1221.0,19.31
Lebanon,Maize,1992,18715.0,661.0,1221.0,18.18
Lebanon,Maize,1993,18919.0,661.0,1221.0,19.14
Lebanon,Maize,1994,20288.0,661.0,1221.0,19.93
Lebanon,Maize,1995,23269.0,661.0,1221.0,19.35
Lebanon,Maize,1996,23461.0,661.0,1221.0,19.65
Lebanon,Maize,1997,31111.0,661.0,1816.0,18.99
Lebanon,Maize,1998,50000.0,661.0,1816.0,20.19
Lebanon,Maize,1999,57143.0,661.0,1816.0,20.25
Lebanon,Maize,2000,38889.0,661.0,1816.0,19.65
Lebanon,Maize,2001,43231.0,661.0,1816.0,20.29
Lebanon,Maize,2002,32435.0,661.0,1816.0,19.91
Lebanon,Maize,2004,60000.0,661.0,1816.0,19.72
Lebanon,Maize,2005,37778.0,661.0,1816.0,19.68
Lebanon,Maize,2006,29524.0,661.0,1816.0,19.59
Lebanon,Maize,2007,34444.0,661.0,1816.0,20.04
Lebanon,Maize,2008,37778.0,661.0,1816.0,20.24
Lebanon,Maize,2009,36210.0,661.0,1816.0,20.19
Lebanon,Maize,2010,37199.0,661.0,1816.0,21.26
Lebanon,Maize,2011,36468.0,661.0,1816.0,19.67
Lebanon,Maize,2012,36025.0,661.0,1816.0,20.19
Lebanon,Maize,2013,35621.0,661.0,1816.0,20.08
Lebanon,Wheat,1990,19704.0,661.0,1221.0,19.4
Lebanon,Wheat,1991,22299.0,661.0,1221.0,19.31
Lebanon,Wheat,1992,22807.0,661.0,1221.0,18.18
Lebanon,Wheat,1993,22917.0,661.0,1221.0,19.14
Lebanon,Wheat,1994,22244.0,661.0,1221.0,19.93
Lebanon,Wheat,1995,24765.0,661.0,1221.0,19.35
Lebanon,Wheat,1996,24726.0,661.0,1221.0,19.65
Lebanon,Wheat,1997,16263.0,661.0,1816.0,18.99
Lebanon,Wheat,1998,20667.0,661.0,1816.0,20.19
Lebanon,Wheat,1999,18814.0,661.0,1816.0,20.25
Lebanon,Wheat,2000,27025.0,661.0,1816.0,19.65
Lebanon,Wheat,2001,31995.0,661.0,1816.0,20.29
Lebanon,Wheat,2002,27356.0,661.0,1816.0,19.91
Lebanon,Wheat,2004,29344.0,661.0,1816.0,19.72
Lebanon,Wheat,2005,29030.0,661.0,1816.0,19.68
Lebanon,Wheat,2006,28998.0,661.0,1816.0,19.59
Lebanon,Wheat,2007,22008.0,661.0,1816.0,20.04
Lebanon,Wheat,2008,28798.0,661.0,1816.0,20.24
Lebanon,Wheat,2009,27990.0,661.0,1816.0,20.19
Lebanon,Wheat,2010,27815.0,661.0,1816.0,21.26
Lebanon,Wheat,2011,29667.0,661.0,1816.0,19.67
Lebanon,Wheat,2012,31012.0,661.0,1816.0,20.19
Lebanon,Wheat,2013,32122.0,661.0,1816.0,20.08
Lesotho,Maize,1990,11000.0,788.0,0.3,14.48
Lesotho,Maize,1991,5408.0,788.0,0.3,14.66
Lesotho,Maize,1992,5792.0,788.0,0.3,15.16
Lesotho,Maize,1993,8875.0,788.0,0.3,14.95
Lesotho,Maize,1994,8629.0,788.0,0.3,14.22
Lesotho,Maize,1995,8126.0,788.0,0.3,14.55
Lesotho,Maize,1996,12490.0,788.0,0.3,13.93
Lesotho,Maize,1997,9857.0,788.0,0.3,14.28
Lesotho,Maize,1998,13171.0,788.0,0.3,14.81
Lesotho,Maize,1999,9410.0,788.0,0.3,15.34
Lesotho,Maize,2000,6773.0,788.0,0.3,14.37
Lesotho,Maize,2001,8913.0,788.0,0.3,14.62
Lesotho,Maize,2002,8088.0,788.0,0.3,14.69
Lesotho,Maize,2004,6347.0,788.0,0.3,14.91
Lesotho,Maize,2005,7011.0,788.0,0.53,14.89
Lesotho,Maize,2006,5974.0,788.0,5.25,14.18
Lesotho,Maize,2007,4877.0,788.0,35.27,14.81
Lesotho,Maize,2008,4349.0,788.0,37.44,14.74
Lesotho,Maize,2009,4159.0,788.0,77.7,14.62
Lesotho,Maize,2010,9071.0,788.0,80.07,15.23
Lesotho,Maize,2011,6344.0,788.0,175.27,14.32
Lesotho,Maize,2012,6712.0,788.0,271.84,14.62
Lesotho,Maize,2013,8227.0,788.0,62.32,14.03
Lesotho,Wheat,1990,8118.0,788.0,0.3,14.48
Lesotho,Wheat,1991,1959.0,788.0,0.3,14.66
Lesotho,Wheat,1992,8580.0,788.0,0.3,15.16
Lesotho,Wheat,1993,7330.0,788.0,0.3,14.95
Lesotho,Wheat,1994,4199.0,788.0,0.3,14.22
Lesotho,Wheat,1995,6166.0,788.0,0.3,14.55
Lesotho,Wheat,1996,14108.0,788.0,0.3,13.93
Lesotho,Wheat,1997,16291.0,788.0,0.3,14.28
Lesotho,Wheat,1998,14810.0,788.0,0.3,14.81
Lesotho,Wheat,1999,7388.0,788.0,0.3,15.34
Lesotho,Wheat,2000,6547.0,788.0,0.3,14.37
Lesotho,Wheat,2001,20515.0,788.0,0.3,14.62
Lesotho,Wheat,2002,7172.0,788.0,0.3,14.69
Lesotho,Wheat,2004,6401.0,788.0,0.3,14.91
Lesotho,Wheat,2005,7234.0,788.0,0.53,14.89
Lesotho,Wheat,2006,2685.0,788.0,5.25,14.18
Lesotho,Wheat,2007,4316.0,788.0,35.27,14.81
Lesotho,Wheat,2008,2415.0,788.0,37.44,14.74
Lesotho,Wheat,2009,3473.0,788.0,77.7,14.62
Lesotho,Wheat,2010,14693.0,788.0,80.07,15.23
Lesotho,Wheat,2011,9965.0,788.0,175.27,14.32
Lesotho,Wheat,2012,8641.0,788.0,271.84,14.62
Lesotho,Wheat,2013,12345.0,788.0,62.32,14.03
Libya,Maize,1990,10000.0,56.0,87.0,20.065
Libya,Maize,1991,12417.0,56.0,87.0,19.215
Libya,Maize,1992,12627.0,56.0,87.0,19.35
Libya,Maize,1993,12878.0,56.0,87.0,19.815
Libya,Maize,1994,12387.0,56.0,87.0,20.205
Libya,Maize,1995,13239.0,56.0,87.0,19.75
Libya,Maize,1996,10526.0,56.0,87.0,19.725
Libya,Maize,1997,17500.0,56.0,255.0,19.810000000000002
Libya,Maize,1998,18000.0,56.0,1262.38,19.994999999999997
Libya,Maize,1999,20000.0,56.0,2269.75,20.674999999999997
Libya,Maize,2000,28900.0,56.0,3277.13,19.98
Libya,Maize,2001,20000.0,56.0,4284.5,20.595
Libya,Maize,2002,15000.0,56.0,5291.88,20.345
Libya,Maize,2004,24000.0,56.0,7306.63,20.11
Libya,Maize,2005,24000.0,56.0,8314.0,19.880000000000003
Libya,Maize,2006,22246.0,56.0,4847.0,20.060000000000002
Libya,Maize,2007,22246.0,56.0,3170.0,20.275
Libya,Maize,2008,22129.0,56.0,3824.0,20.39
Libya,Maize,2009,24790.0,56.0,6046.0,20.235
Libya,Maize,2010,19333.0,56.0,3548.0,20.840000000000003
Libya,Maize,2011,21419.0,56.0,3548.0,19.865000000000002
Libya,Maize,2012,21613.0,56.0,3548.0,20.41
Libya,Maize,2013,20000.0,56.0,3548.0,20.355
Libya,Wheat,1990,12317.0,56.0,87.0,20.065
Libya,Wheat,1991,12381.0,56.0,87.0,19.215
Libya,Wheat,1992,10015.0,56.0,87.0,19.35
Libya,Wheat,1993,8400.0,56.0,87.0,19.815
Libya,Wheat,1994,7742.0,56.0,87.0,20.205
Libya,Wheat,1995,7313.0,56.0,87.0,19.75
Libya,Wheat,1996,7294.0,56.0,87.0,19.725
Libya,Wheat,1997,10090.0,56.0,255.0,19.810000000000002
Libya,Wheat,1998,8750.0,56.0,1262.38,19.994999999999997
Libya,Wheat,1999,7879.0,56.0,2269.75,20.674999999999997
Libya,Wheat,2000,8085.0,56.0,3277.13,19.98
Libya,Wheat,2001,7974.0,56.0,4284.5,20.595
Libya,Wheat,2002,7966.0,56.0,5291.88,20.345
Libya,Wheat,2004,7841.0,56.0,7306.63,20.11
Libya,Wheat,2005,7576.0,56.0,8314.0,19.880000000000003
Libya,Wheat,2006,7879.0,56.0,4847.0,20.060000000000002
Libya,Wheat,2007,7879.0,56.0,3170.0,20.275
Libya,Wheat,2008,7879.0,56.0,3824.0,20.39
Libya,Wheat,2009,7895.0,56.0,6046.0,20.235
Libya,Wheat,2010,7717.0,56.0,3548.0,20.840000000000003
Libya,Wheat,2011,7784.0,56.0,3548.0,19.865000000000002
Libya,Wheat,2012,7958.0,56.0,3548.0,20.41
Libya,Wheat,2013,7955.0,56.0,3548.0,20.355
Lithuania,Maize,1992,13710.0,656.0,1380.0,7.04
Lithuania,Maize,1993,13833.0,656.0,936.0,5.79
Lithuania,Maize,1994,13956.0,656.0,713.0,6.3
Lithuania,Maize,1995,14079.0,656.0,737.0,6.68
Lithuania,Maize,1996,14201.0,656.0,979.0,5.09
Lithuania,Maize,1997,14708.0,656.0,928.0,6.29
Lithuania,Maize,1998,16062.0,656.0,812.0,6.27
Lithuania,Maize,1999,17416.0,656.0,695.0,7.31
Lithuania,Maize,2000,18464.0,656.0,688.06,7.69
Lithuania,Maize,2001,22277.0,656.0,726.09,6.75
Lithuania,Maize,2002,28621.0,656.0,792.6,7.26
Lithuania,Maize,2004,21429.0,656.0,1023.6,6.43
Lithuania,Maize,2005,30625.0,656.0,1048.5,6.5
Lithuania,Maize,2006,23500.0,656.0,1197.0,6.98
Lithuania,Maize,2007,48148.0,656.0,2722.82,7.44
Lithuania,Maize,2008,42105.0,656.0,2722.55,7.84
Lithuania,Maize,2009,43273.0,656.0,2748.8,6.7
Lithuania,Maize,2010,66901.0,656.0,1803.77,6.14
Lithuania,Maize,2011,74896.0,656.0,2062.34,7.32
Lithuania,Maize,2012,61085.0,656.0,2559.9,6.31
Lithuania,Maize,2013,73953.0,656.0,2515.69,7.42
Lithuania,Wheat,1992,29411.0,656.0,1380.0,7.04
Lithuania,Wheat,1993,23718.0,656.0,936.0,5.79
Lithuania,Wheat,1994,20348.0,656.0,713.0,6.3
Lithuania,Wheat,1995,24455.0,656.0,737.0,6.68
Lithuania,Wheat,1996,26926.0,656.0,979.0,5.09
Lithuania,Wheat,1997,30016.0,656.0,928.0,6.29
Lithuania,Wheat,1998,28671.0,656.0,812.0,6.27
Lithuania,Wheat,1999,26098.0,656.0,695.0,7.31
Lithuania,Wheat,2000,33413.0,656.0,688.06,7.69
Lithuania,Wheat,2001,30559.0,656.0,726.09,6.75
Lithuania,Wheat,2002,36335.0,656.0,792.6,7.26
Lithuania,Wheat,2004,40276.0,656.0,1023.6,6.43
Lithuania,Wheat,2005,37332.0,656.0,1048.5,6.5
Lithuania,Wheat,2006,23554.0,656.0,1197.0,6.98
Lithuania,Wheat,2007,39219.0,656.0,2722.82,7.44
Lithuania,Wheat,2008,42689.0,656.0,2722.55,7.84
Lithuania,Wheat,2009,42004.0,656.0,2748.8,6.7
Lithuania,Wheat,2010,33045.0,656.0,1803.77,6.14
Lithuania,Wheat,2011,33919.0,656.0,2062.34,7.32
Lithuania,Wheat,2012,47829.0,656.0,2559.9,6.31
Lithuania,Wheat,2013,43022.0,656.0,2515.69,7.42
Madagascar,Maize,1990,9848.0,1513.0,128.41,19.62
Madagascar,Maize,1991,9667.0,1513.0,131.0,19.79
Madagascar,Maize,1992,8125.0,1513.0,101.06,19.76
Madagascar,Maize,1993,8972.0,1513.0,109.41,19.95
Madagascar,Maize,1994,9451.0,1513.0,76.15,19.96
Madagascar,Maize,1995,9628.0,1513.0,73.08,19.96
Madagascar,Maize,1996,9299.0,1513.0,152.01,19.71
Madagascar,Maize,1997,9368.0,1513.0,139.89,19.97
Madagascar,Maize,1998,8306.0,1513.0,88.26,20.11
Madagascar,Maize,1999,9162.0,1513.0,49.52,19.82
Madagascar,Maize,2000,8838.0,1513.0,130.46,19.65
Madagascar,Maize,2001,9290.0,1513.0,87.59,20.12
Madagascar,Maize,2002,8845.0,1513.0,240.84,20.14
Madagascar,Maize,2004,17779.0,1513.0,68.01,19.87
Madagascar,Maize,2005,15464.0,1513.0,114.51,20.05
Madagascar,Maize,2006,15891.0,1513.0,109.39,20.09
Madagascar,Maize,2007,16191.0,1513.0,93.88,20.02
Madagascar,Maize,2008,16569.0,1513.0,112.11,19.79
Madagascar,Maize,2009,16225.0,1513.0,143.9,20.13
Madagascar,Maize,2010,15577.0,1513.0,241.89,20.31
Madagascar,Maize,2011,15490.0,1513.0,310.36,20.33
Madagascar,Maize,2012,16290.0,1513.0,377.71,19.78
Madagascar,Maize,2013,16288.0,1513.0,507.94,19.34
Madagascar,Rice,1990,20773.0,1513.0,128.41,19.62
Madagascar,Rice,1991,20546.0,1513.0,131.0,19.79
Madagascar,Rice,1992,20869.0,1513.0,101.06,19.76
Madagascar,Rice,1993,20782.0,1513.0,109.41,19.95
Madagascar,Rice,1994,20694.0,1513.0,76.15,19.96
Madagascar,Rice,1995,21304.0,1513.0,73.08,19.96
Madagascar,Rice,1996,21930.0,1513.0,152.01,19.71
Madagascar,Rice,1997,21737.0,1513.0,139.89,19.97
Madagascar,Rice,1998,20341.0,1513.0,88.26,20.11
Madagascar,Rice,1999,21284.0,1513.0,49.52,19.82
Madagascar,Rice,2000,20512.0,1513.0,130.46,19.65
Madagascar,Rice,2001,21956.0,1513.0,87.59,20.12
Madagascar,Rice,2002,21414.0,1513.0,240.84,20.14
Madagascar,Rice,2004,24475.0,1513.0,68.01,19.87
Madagascar,Rice,2005,27140.0,1513.0,114.51,20.05
Madagascar,Rice,2006,27667.0,1513.0,109.39,20.09
Madagascar,Rice,2007,28268.0,1513.0,93.88,20.02
Madagascar,Rice,2008,30495.0,1513.0,112.11,19.79
Madagascar,Rice,2009,35056.0,1513.0,143.9,20.13
Madagascar,Rice,2010,36249.0,1513.0,241.89,20.31
Madagascar,Rice,2011,37806.0,1513.0,310.36,20.33
Madagascar,Rice,2012,37661.0,1513.0,377.71,19.78
Madagascar,Rice,2013,39449.0,1513.0,507.94,19.34
Madagascar,Soybean,1990,10417.0,1513.0,128.41,19.62
Madagascar,Soybean,1991,6349.0,1513.0,131.0,19.79
Madagascar,Soybean,1992,6320.0,1513.0,101.06,19.76
Madagascar,Soybean,1993,6292.0,1513.0,109.41,19.95
Madagascar,Soybean,1994,6264.0,1513.0,76.15,19.96
Madagascar,Soybean,1995,6236.0,1513.0,73.08,19.96
Madagascar,Soybean,1996,6208.0,1513.0,152.01,19.71
Madagascar,Soybean,1997,6180.0,1513.0,139.89,19.97
Madagascar,Soybean,1998,6152.0,1513.0,88.26,20.11
Madagascar,Soybean,1999,6124.0,1513.0,49.52,19.82
Madagascar,Soybean,2000,6096.0,1513.0,130.46,19.65
Madagascar,Soybean,2001,6068.0,1513.0,87.59,20.12
Madagascar,Soybean,2002,6040.0,1513.0,240.84,20.14
Madagascar,Soybean,2004,5990.0,1513.0,68.01,19.87
Madagascar,Soybean,2005,5968.0,1513.0,114.51,20.05
Madagascar,Soybean,2006,5946.0,1513.0,109.39,20.09
Madagascar,Soybean,2007,5924.0,1513.0,93.88,20.02
Madagascar,Soybean,2008,5902.0,1513.0,112.11,19.79
Madagascar,Soybean,2009,5880.0,1513.0,143.9,20.13
Madagascar,Soybean,2010,5960.0,1513.0,241.89,20.31
Madagascar,Soybean,2011,5962.0,1513.0,310.36,20.33
Madagascar,Soybean,2012,6000.0,1513.0,377.71,19.78
Madagascar,Soybean,2013,5867.0,1513.0,507.94,19.34
Madagascar,Wheat,1990,20000.0,1513.0,128.41,19.62
Madagascar,Wheat,1991,22500.0,1513.0,131.0,19.79
Madagascar,Wheat,1992,25000.0,1513.0,101.06,19.76
Madagascar,Wheat,1993,26667.0,1513.0,109.41,19.95
Madagascar,Wheat,1994,20000.0,1513.0,76.15,19.96
Madagascar,Wheat,1995,20000.0,1513.0,73.08,19.96
Madagascar,Wheat,1996,20000.0,1513.0,152.01,19.71
Madagascar,Wheat,1997,25000.0,1513.0,139.89,19.97
Madagascar,Wheat,1998,25000.0,1513.0,88.26,20.11
Madagascar,Wheat,1999,23480.0,1513.0,49.52,19.82
Madagascar,Wheat,2000,23442.0,1513.0,130.46,19.65
Madagascar,Wheat,2001,23810.0,1513.0,87.59,20.12
Madagascar,Wheat,2002,23462.0,1513.0,240.84,20.14
Madagascar,Wheat,2004,23454.0,1513.0,68.01,19.87
Madagascar,Wheat,2005,23440.0,1513.0,114.51,20.05
Madagascar,Wheat,2006,23256.0,1513.0,109.39,20.09
Madagascar,Wheat,2007,24444.0,1513.0,93.88,20.02
Madagascar,Wheat,2008,23810.0,1513.0,112.11,19.79
Madagascar,Wheat,2009,23859.0,1513.0,143.9,20.13
Madagascar,Wheat,2010,23982.0,1513.0,241.89,20.31
Madagascar,Wheat,2011,23968.0,1513.0,310.36,20.33
Madagascar,Wheat,2012,24045.0,1513.0,377.71,19.78
Madagascar,Wheat,2013,24122.0,1513.0,507.94,19.34
Malawi,Maize,1990,9993.0,1181.0,173.19,20.86
Malawi,Maize,1991,11419.0,1181.0,173.19,20.4
Malawi,Maize,1992,4802.0,1181.0,173.19,20.89
Malawi,Maize,1993,15327.0,1181.0,173.19,20.43
Malawi,Maize,1994,9209.0,1181.0,173.19,20.59
Malawi,Maize,1995,13517.0,1181.0,173.19,20.86
Malawi,Maize,1996,14433.0,1181.0,173.19,20.47
Malawi,Maize,1997,10959.0,1181.0,173.19,20.62
Malawi,Maize,1998,13711.0,1181.0,131.59,20.92
Malawi,Maize,1999,18109.0,1181.0,123.64,20.26
Malawi,Maize,2000,17428.0,1181.0,220.22,20.22
Malawi,Maize,2001,11845.0,1181.0,177.24,20.59
Malawi,Maize,2002,10460.0,1181.0,134.25,20.76
Malawi,Maize,2004,10460.0,1181.0,48.28,20.44
Malawi,Maize,2005,8093.0,1181.0,295.51,21.37
Malawi,Maize,2006,14814.0,1181.0,202.35,20.63
Malawi,Maize,2007,26547.0,1181.0,524.46,20.67
Malawi,Maize,2008,16498.0,1181.0,624.52,20.42
Malawi,Maize,2009,22265.0,1181.0,736.25,20.68
Malawi,Maize,2010,20158.0,1181.0,584.12,21.34
Malawi,Maize,2011,22079.0,1181.0,553.57,20.92
Malawi,Maize,2012,21932.0,1181.0,775.83,20.42
Malawi,Maize,2013,21708.0,1181.0,1500.27,19.68
Malawi,Rice,1990,14903.0,1181.0,173.19,20.86
Malawi,Rice,1991,19237.0,1181.0,173.19,20.4
Malawi,Rice,1992,13046.0,1181.0,173.19,20.89
Malawi,Rice,1993,16834.0,1181.0,173.19,20.43
Malawi,Rice,1994,15195.0,1181.0,173.19,20.59
Malawi,Rice,1995,15635.0,1181.0,173.19,20.86
Malawi,Rice,1996,17619.0,1181.0,173.19,20.47
Malawi,Rice,1997,16273.0,1181.0,173.19,20.62
Malawi,Rice,1998,16409.0,1181.0,131.59,20.92
Malawi,Rice,1999,20279.0,1181.0,123.64,20.26
Malawi,Rice,2000,16451.0,1181.0,220.22,20.22
Malawi,Rice,2001,18576.0,1181.0,177.24,20.59
Malawi,Rice,2002,16425.0,1181.0,134.25,20.76
Malawi,Rice,2004,11681.0,1181.0,48.28,20.44
Malawi,Rice,2005,8424.0,1181.0,295.51,21.37
Malawi,Rice,2006,17576.0,1181.0,202.35,20.63
Malawi,Rice,2007,19481.0,1181.0,524.46,20.67
Malawi,Rice,2008,18200.0,1181.0,624.52,20.42
Malawi,Rice,2009,21259.0,1181.0,736.25,20.68
Malawi,Rice,2010,18631.0,1181.0,584.12,21.34
Malawi,Rice,2011,19125.0,1181.0,553.57,20.92
Malawi,Rice,2012,18453.0,1181.0,775.83,20.42
Malawi,Rice,2013,19174.0,1181.0,1500.27,19.68
Malawi,Soybean,2004,6447.0,1181.0,48.28,20.44
Malawi,Soybean,2005,5797.0,1181.0,295.51,21.37
Malawi,Soybean,2006,7639.0,1181.0,202.35,20.63
Malawi,Soybean,2007,8972.0,1181.0,524.46,20.67
Malawi,Soybean,2008,8722.0,1181.0,624.52,20.42
Malawi,Soybean,2009,9804.0,1181.0,736.25,20.68
Malawi,Soybean,2010,9757.0,1181.0,584.12,21.34
Malawi,Soybean,2011,9977.0,1181.0,553.57,20.92
Malawi,Soybean,2012,10433.0,1181.0,775.83,20.42
Malawi,Soybean,2013,9791.0,1181.0,1500.27,19.68
Malawi,Wheat,1990,7735.0,1181.0,173.19,20.86
Malawi,Wheat,1991,5870.0,1181.0,173.19,20.4
Malawi,Wheat,1992,4239.0,1181.0,173.19,20.89
Malawi,Wheat,1993,6306.0,1181.0,173.19,20.43
Malawi,Wheat,1994,2244.0,1181.0,173.19,20.59
Malawi,Wheat,1995,6865.0,1181.0,173.19,20.86
Malawi,Wheat,1996,8619.0,1181.0,173.19,20.47
Malawi,Wheat,1997,5896.0,1181.0,173.19,20.62
Malawi,Wheat,1998,7418.0,1181.0,131.59,20.92
Malawi,Wheat,1999,7877.0,1181.0,123.64,20.26
Malawi,Wheat,2000,7968.0,1181.0,220.22,20.22
Malawi,Wheat,2001,8989.0,1181.0,177.24,20.59
Malawi,Wheat,2002,5588.0,1181.0,134.25,20.76
Malawi,Wheat,2004,7537.0,1181.0,48.28,20.44
Malawi,Wheat,2005,8707.0,1181.0,295.51,21.37
Malawi,Wheat,2006,12071.0,1181.0,202.35,20.63
Malawi,Wheat,2007,22968.0,1181.0,524.46,20.67
Malawi,Wheat,2008,16133.0,1181.0,624.52,20.42
Malawi,Wheat,2009,15006.0,1181.0,736.25,20.68
Malawi,Wheat,2010,15123.0,1181.0,584.12,21.34
Malawi,Wheat,2011,15214.0,1181.0,553.57,20.92
Malawi,Wheat,2012,15104.0,1181.0,775.83,20.42
Malawi,Wheat,2013,14058.0,1181.0,1500.27,19.68
Malaysia,Maize,1990,17500.0,2875.0,39406.48,27.21
Malaysia,Maize,1991,17500.0,2875.0,39406.48,27.04
Malaysia,Maize,1992,17143.0,2875.0,39406.48,27.05
Malaysia,Maize,1993,19000.0,2875.0,39406.48,26.99
Malaysia,Maize,1994,20000.0,2875.0,39406.48,27.0
Malaysia,Maize,1995,18696.0,2875.0,39406.48,27.05
Malaysia,Maize,1996,18000.0,2875.0,39406.48,27.04
Malaysia,Maize,1997,18462.0,2875.0,39406.48,27.29
Malaysia,Maize,1998,18519.0,2875.0,39406.48,27.89
Malaysia,Maize,1999,21111.0,2875.0,39406.48,26.95
Malaysia,Maize,2000,24074.0,2875.0,39406.48,27.14
Malaysia,Maize,2001,30455.0,2875.0,39406.48,27.24
Malaysia,Maize,2002,30435.0,2875.0,39406.48,27.57
Malaysia,Maize,2004,30000.0,2875.0,39406.48,27.35
Malaysia,Maize,2005,30000.0,2875.0,39406.48,27.59
Malaysia,Maize,2006,32000.0,2875.0,39406.48,27.29
Malaysia,Maize,2007,48554.0,2875.0,46868.35,27.23
Malaysia,Maize,2008,52192.0,2875.0,54821.91,27.12
Malaysia,Maize,2009,50719.0,2875.0,52464.19,27.47
Malaysia,Maize,2010,55351.0,2875.0,60194.83,27.69
Malaysia,Maize,2011,61320.0,2875.0,41562.16,27.27
Malaysia,Maize,2012,89681.0,2875.0,49810.48,27.36
Malaysia,Maize,2013,88991.0,2875.0,61445.6,27.8
Malaysia,Rice,1990,27694.0,2875.0,39406.48,27.21
Malaysia,Rice,1991,28178.0,2875.0,39406.48,27.04
Malaysia,Rice,1992,29918.0,2875.0,39406.48,27.05
Malaysia,Rice,1993,30348.0,2875.0,39406.48,26.99
Malaysia,Rice,1994,30614.0,2875.0,39406.48,27.0
Malaysia,Rice,1995,31619.0,2875.0,39406.48,27.05
Malaysia,Rice,1996,32510.0,2875.0,39406.48,27.04
Malaysia,Rice,1997,30676.0,2875.0,39406.48,27.29
Malaysia,Rice,1998,28829.0,2875.0,39406.48,27.89
Malaysia,Rice,1999,29415.0,2875.0,39406.48,26.95
Malaysia,Rice,2000,30640.0,2875.0,39406.48,27.14
Malaysia,Rice,2001,31101.0,2875.0,39406.48,27.24
Malaysia,Rice,2002,32385.0,2875.0,39406.48,27.57
Malaysia,Rice,2004,33260.0,2875.0,39406.48,27.35
Malaysia,Rice,2005,34221.0,2875.0,39406.48,27.59
Malaysia,Rice,2006,33907.0,2875.0,39406.48,27.29
Malaysia,Rice,2007,35277.0,2875.0,46868.35,27.23
Malaysia,Rice,2008,35836.0,2875.0,54821.91,27.12
Malaysia,Rice,2009,37205.0,2875.0,52464.19,27.47
Malaysia,Rice,2010,36361.0,2875.0,60194.83,27.69
Malaysia,Rice,2011,37468.0,2875.0,41562.16,27.27
Malaysia,Rice,2012,37972.0,2875.0,49810.48,27.36
Malaysia,Rice,2013,38763.0,2875.0,61445.6,27.8
Malaysia,Soybean,1990,3333.0,2875.0,39406.48,27.21
Mali,Maize,1990,11566.0,282.0,95.7,27.61
Mali,Maize,1991,13824.0,282.0,54.63,27.58
Mali,Maize,1992,10050.0,282.0,35.42,27.2
Mali,Maize,1993,11029.0,282.0,33.19,27.55
Mali,Maize,1994,11347.0,282.0,30.96,27.05
Mali,Maize,1995,12843.0,282.0,28.73,27.25
Mali,Maize,1996,15845.0,282.0,26.51,27.64
Mali,Maize,1997,16930.0,282.0,24.28,27.38
Mali,Maize,1998,16416.0,282.0,22.05,28.08
Mali,Maize,1999,14541.0,282.0,19.82,27.26
Mali,Maize,2000,13322.0,282.0,17.59,27.51
Mali,Maize,2001,11585.0,282.0,15.36,27.79
Mali,Maize,2002,11478.0,282.0,13.13,28.18
Mali,Maize,2004,18210.0,282.0,8.67,28.07
Mali,Maize,2005,14933.0,282.0,14.84,28.13
Mali,Maize,2006,17134.0,282.0,11.87,27.62
Mali,Maize,2007,16831.0,282.0,7.72,27.94
Mali,Maize,2008,19732.0,282.0,9.99,27.62
Mali,Maize,2009,33349.0,282.0,4.12,27.89
Mali,Maize,2010,26886.0,282.0,3.84,28.18
Mali,Maize,2011,14037.0,282.0,3.25,27.79
Mali,Maize,2012,24427.0,282.0,1.52,27.39
Mali,Maize,2013,25927.0,282.0,1.52,28.53
Mali,Rice,1990,14360.0,282.0,95.7,27.61
Mali,Rice,1991,17274.0,282.0,54.63,27.58
Mali,Rice,1992,17583.0,282.0,35.42,27.2
Mali,Rice,1993,17350.0,282.0,33.19,27.55
Mali,Rice,1994,16518.0,282.0,30.96,27.05
Mali,Rice,1995,15484.0,282.0,28.73,27.25
Mali,Rice,1996,19140.0,282.0,26.51,27.64
Mali,Rice,1997,17554.0,282.0,24.28,27.38
Mali,Rice,1998,21991.0,282.0,22.05,28.08
Mali,Rice,1999,22366.0,282.0,19.82,27.26
Mali,Rice,2000,21058.0,282.0,17.59,27.51
Mali,Rice,2001,20095.0,282.0,15.36,27.79
Mali,Rice,2002,19439.0,282.0,13.13,28.18
Mali,Rice,2004,22803.0,282.0,8.67,28.07
Mali,Rice,2005,22845.0,282.0,14.84,28.13
Mali,Rice,2006,25783.0,282.0,11.87,27.62
Mali,Rice,2007,27621.0,282.0,7.72,27.94
Mali,Rice,2008,33660.0,282.0,9.99,27.62
Mali,Rice,2009,30646.0,282.0,4.12,27.89
Mali,Rice,2010,21044.0,282.0,3.84,28.18
Mali,Rice,2011,30210.0,282.0,3.25,27.79
Mali,Rice,2012,34486.0,282.0,1.52,27.39
Mali,Rice,2013,30009.0,282.0,1.52,28.53
Mali,Soybean,1990,16667.0,282.0,95.7,27.61
Mali,Soybean,1991,16817.0,282.0,54.63,27.58
Mali,Soybean,1992,16750.0,282.0,35.42,27.2
Mali,Soybean,1993,17000.0,282.0,33.19,27.55
Mali,Soybean,1994,16454.0,282.0,30.96,27.05
Mali,Soybean,1995,16364.0,282.0,28.73,27.25
